EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3758.0;53.0;66726.0;0.0;0.0;21303500.0;17599100.0;3783670.0;2321020.0;704513.0;83317.0;13.0;427647000.0;0.0;0.0;3324.0;590369.0;107.167;118016.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;620.0;9.0;227.0;0.0;0.0;2514880.0;2413660.0;261319.0;246830.0;60268.0;15572.0;4.0;883711.0;0.0;0.0;646.0;67126.0;21.6833;16677.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;848.0;19.0;10551.0;0.0;0.0;6350180.0;5523020.0;1173930.0;648401.0;224361.0;26052.0;4.0;68718700.0;0.0;0.0;975.0;180244.0;34.7667;25404.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;8451.0;241.0;278745.0;0.0;0.0;66673600.0;55041400.0;11368400.0;7665360.0;2185620.0;254007.0;39.0;1815470000.0;0.0;0.0;10237.0;1745500.0;332.117;264366.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;1817.0;37.0;23555.0;0.0;0.0;13615800.0;11245400.0;2363010.0;1302690.0;462431.0;55701.0;9.0;145782000.0;0.0;0.0;2200.0;381809.0;70.6167;50656.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;TNCC;WILLEMSTAD;;;CURAÇAO;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;678.0;2.0;5691.0;0.0;0.0;5534930.0;3275220.0;493280.0;330186.0;128117.0;32946.0;17.0;11029200.0;0.0;0.0;2856.0;254534.0;50.95;9397.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KMCO;ORLANDO, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;2111.0;69.0;31409.0;0.0;0.0;16101200.0;14103600.0;2594160.0;1719330.0;429508.0;53448.0;8.0;209844000.0;0.0;0.0;2410.0;388290.0;66.9667;67612.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KMCO;ORLANDO, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;274.0;8.0;4615.0;0.0;0.0;2024020.0;1861010.0;310278.0;224794.0;58886.0;6792.0;1.0;31345100.0;0.0;0.0;298.0;45683.0;8.95;7932.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KMCO;ORLANDO, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;12335.0;331.0;287523.0;0.0;0.0;89790200.0;83779300.0;15605500.0;10896800.0;2903210.0;339600.0;50.0;1952860000.0;0.0;0.0;13220.0;2297640.0;436.833;391711.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;KMCO;ORLANDO, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;3540.0;87.0;20588.0;0.0;0.0;27334100.0;22741000.0;4112640.0;2521390.0;727543.0;89936.0;14.0;132257000.0;0.0;0.0;4255.0;640200.0;115.667;106408.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;LFPO;ORLY (NEAR PARIS);;;FRANÇA;EUROPA;LFPO;ORLY (NEAR PARIS);;;FRANÇA;EUROPA;INTERNACIONAL;IMPRODUTIVO;164.0;7.0;9089.0;0.0;0.0;0.0;0.0;0.0;0.0;304.0;0.0;1.0;0.0;0.0;0.0;235.0;27468.0;0.25;3525.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;LFPO;ORLY (NEAR PARIS);;;FRANÇA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;277.0;23.0;10280.0;0.0;0.0;4355190.0;2594380.0;584325.0;350015.0;162315.0;18732.0;2.0;96282500.0;0.0;0.0;465.0;62388.0;24.0;6316.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;LFPO;ORLY (NEAR PARIS);;;FRANÇA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;6385.0;287.0;134126.0;0.0;0.0;72942400.0;59801900.0;8805830.0;7001740.0;2251380.0;262248.0;28.0;1256220000.0;0.0;0.0;7788.0;940193.0;332.05;134570.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;220.0;10.0;3756.0;0.0;0.0;2362540.0;1744160.0;352431.0;205493.0;65464.0;7928.0;1.0;29777600.0;0.0;0.0;298.0;44454.0;9.9;5664.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;LPPT;LISBOA;;;PORTUGAL;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;12038.0;700.0;342342.0;0.0;0.0;115448000.0;95437300.0;15635600.0;12266700.0;3691420.0;412256.0;52.0;2714090000.0;0.0;0.0;14562.0;1972200.0;525.983;302075.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1563.0;65.0;617.0;0.0;0.0;447480.0;343860.0;45365.0;28856.0;18257.0;6380.0;29.0;135740.0;0.0;0.0;2034.0;206265.0;24.7;13386.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;648.0;0.0;511.0;0.0;0.0;1347300.0;1293410.0;151141.0;107774.0;29637.0;7984.0;4.0;1019960.0;0.0;0.0;675.0;75723.0;11.0167;4885.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;523.0;0.0;84.0;0.0;0.0;666944.0;641198.0;69129.0;52803.0;15241.0;4904.0;4.0;102984.0;0.0;0.0;544.0;56388.0;7.76667;3762.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAE;AREALVA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;569.0;2.0;94.0;0.0;0.0;1467450.0;1237010.0;165360.0;102924.0;29796.0;8696.0;4.0;204356.0;0.0;0.0;675.0;76063.0;12.0167;4575.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4135.0;20.0;1767.0;1.0;0.0;5489150.0;5011620.0;587773.0;412778.0;138414.0;36360.0;30.0;2141600.0;1212.0;0.0;4529.0;484973.0;60.3833;28697.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3521.0;27.0;1316.0;0.0;0.0;4382590.0;4154740.0;479172.0;345150.0;112940.0;26664.0;22.0;1594990.0;0.0;0.0;3616.0;395366.0;45.0833;27063.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;64.0;0.0;186.0;0.0;0.0;30310.0;27712.0;3023.0;2612.0;1105.0;433.0;1.0;80538.0;0.0;0.0;70.0;6982.0;1.33333;1047.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2957.0;52.0;2720.0;741.0;0.0;5517980.0;5059430.0;601605.0;428461.0;135568.0;37642.0;22.0;4653920.0;1267850.0;0.0;3225.0;351617.0;60.7333;25927.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3560.0;78.0;3366.0;211.0;0.0;6537730.0;6091160.0;691468.0;517644.0;175462.0;47908.0;28.0;5759230.0;361021.0;0.0;3821.0;404141.0;73.9;32181.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;746.0;396.0;1.0;0.0;0.0;0.0;0.0;0.0;1.15;0.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3954.0;114.0;5006.0;4.0;0.0;2106720.0;1660030.0;220867.0;140373.0;86025.0;22968.0;58.0;1982380.0;1584.0;0.0;5320.0;557814.0;65.05;33194.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;667.0;1.0;135.0;0.0;0.0;1191260.0;1156580.0;126326.0;95566.0;29062.0;6936.0;4.0;234090.0;0.0;0.0;687.0;72853.0;11.1667;4954.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1218.0;22.0;903.0;0.0;0.0;525228.0;401258.0;51947.0;33120.0;21590.0;7590.0;30.0;228459.0;0.0;0.0;2076.0;205389.0;30.65;8054.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAT;ALTA FLORESTA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1623.0;28.0;1486.0;67.0;0.0;1680800.0;1043590.0;157238.0;89076.0;65715.0;14146.0;22.0;955498.0;43081.0;0.0;2614.0;244559.0;26.4;15337.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0.0;2.0;32.0;0.0;0.0;46846.0;0.0;3863.0;12.0;2054.0;397.0;1.0;12704.0;0.0;0.0;118.0;9731.0;0.883333;0.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1165.0;69.0;1199.0;69.0;0.0;772959.0;462505.0;79139.0;39166.0;25924.0;10322.0;26.0;476003.0;27393.0;0.0;1947.0;199370.0;30.8;10118.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;432.0;0.0;136.0;0.0;0.0;958632.0;877392.0;90879.0;72984.0;29075.0;8124.0;4.0;276216.0;0.0;0.0;472.0;44747.0;11.4;3400.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAX;ARAXÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;444.0;11.0;206.0;0.0;0.0;196564.0;149778.0;19066.0;12415.0;7221.0;2826.0;9.0;64684.0;0.0;0.0;626.0;60733.0;9.56667;3387.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAX;ARAXÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;83.0;1.0;30.0;0.0;0.0;102424.0;36022.0;8860.0;3084.0;5108.0;868.0;2.0;13020.0;0.0;0.0;236.0;20417.0;2.4;853.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBAX;ARAXÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SNPD;PATOS DE MINAS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0.0;2.0;624.0;0.0;0.0;123321.0;66378.0;10877.0;5542.0;6062.0;1776.0;16.0;69264.0;0.0;0.0;1111.0;98076.0;9.18333;0.0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2025;1;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;KFLL;FORT LAUDERDALE/HOLLYWOOD, FLORIDA;;;ESTADOS UNIDOS DA AMÉRICA;AMÉRICA DO NORTE;INTERNACIONAL;REGULAR;2073.0;18.0;20563.0;0.0;0.0;13051900.0;9473610.0;1307330.0;964418.0;286886.0;77690.0;17.0;93972900.0;0.0;0.0;2856.0;286069.0;106.367;34996.0
